"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","contrast","gene_id","gene.y","product","old_locus_tag","X","path_id","main","sub","path","ecpath","Category","log.sca.pval"
"11",-3.16231568654378,0.315304120381672,-11.615414060739,1.4514673900678e-07,3.66732710009014e-05,8.04340793904856,"WP_011132726.1",6,-10.4702829474889,1.30414120498882e-07,1.68827006900371e-05,"P2 - P1","TX50_RS05865","bioB","biotin synthase BioB",NA,1592,"K01012","09100 Metabolism","09108 Metabolism of cofactors and vitamins","00780 Biotin metabolism [PATH:ko00780]","K01012  bioB; biotin synthase [EC:2.8.1.6]","Secondary",6.88467538312296
"12",-2.01829179128011,1.90192715326945,-9.49104132974241,1.13481660551141e-06,0.00012430606509602,5.99405031875304,"WP_011132131.1",30,-10.2257102349112,1.70920001767417e-07,2.02825068764001e-05,"P2 - P1","TX50_RS02670","rpoD","RNA polymerase sigma factor RpoD",NA,721,"K03086","09140 Cellular Processes;09180 Brite Hierarchies","09142 Cell motility;09182 Protein families: genetic information processing","02040 Flagellar assembly [PATH:ko02040];03021 Transcription machinery [BR:ko03021]","K03086  rpoD; RNA polymerase primary sigma factor","Genetic",6.76720711136397
"13",-2.60866769154867,2.85773626963298,-8.51110082192055,3.33118429302785e-06,0.000244552870093864,4.90267094827404,"WP_011132465.1",92,-9.28601571665122,5.08030407479004e-07,5.28063065102243e-05,"P2 - P1","TX50_RS04450","","magnesium chelatase subunit H",NA,1194,"K03403","09100 Metabolism","09108 Metabolism of cofactors and vitamins","00860 Porphyrin metabolism [PATH:ko00860]","K03403  chlH, bchH; magnesium chelatase subunit H [EC:6.6.1.1]","Secondary",6.2941102928241
"14",-2.28066539764405,1.25703859329224,-8.71918203578528,2.62986586582728e-06,0.000211030826226649,5.14310874899729,"WP_036930715.1",25,-9.26802249262771,5.19163125802767e-07,5.28063065102243e-05,"P2 - P1","TX50_RS09135","","glycosyltransferase",NA,2645,"K00696","09100 Metabolism","09101 Carbohydrate metabolism","00500 Starch and sucrose metabolism [PATH:ko00500]","K00696  E2.4.1.14; sucrose-phosphate synthase [EC:2.4.1.14]","Energy/Carbohydrate/Glycan",6.28469616141009
"15",-2.52524407704671,1.81725517908732,-8.70655843097205,2.66752448882e-06,0.000211030826226649,5.12866015756048,"WP_011132036.1",15,-8.91514150374731,7.99448097900926e-07,7.5894272760728e-05,"P2 - P1","TX50_RS02150","raiA","ribosome-associated translation inhibitor RaiA",NA,582,"K05808","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03009 Ribosome biogenesis [BR:ko03009]","K05808  yhbH; putative sigma-54 modulation protein","Genetic",6.09720972644797
"16",-3.85178025563558,2.127463499705,-8.48443454759787,3.43473132154303e-06,0.000244552870093864,4.87150476786196,"WP_036930743.1",11,-8.77899817836342,9.4756667597186e-07,8.16195020776567e-05,"P2 - P1","TX50_RS08820","","DUF561 domain-containing protein",NA,2659,"","","","","","Other",6.02339022095056
"17",2.50650183359782,-3.13566970825195,11.2278113571416,2.06029612364615e-07,3.66732710009014e-05,7.69824363252726,"WP_011132591.1",4,8.75678792352155,9.74390123118093e-07,8.16195020776567e-05,"P2 - P1","TX50_RS05100","","DUF1830 domain-containing protein",NA,1430,"","","","","","Other",6.0112671269044
"18",2.12048435211182,4.07842365900676,7.95428188292017,6.41066342772455e-06,0.00036515138884319,4.234696877331,"WP_011132553.1",185,8.6444603631084,1.12303667889922e-06,8.88446794862496e-05,"P2 - P1","TX50_RS04910","glnA","type I glutamate--ammonia ligase",NA,1362,"K01915","09100 Metabolism;09130 Environmental Information Processing;09140 Cellular Processes;09150 Organismal Systems;09180 Brite Hierarchies","09101 Carbohydrate metabolism;09102 Energy metabolism;09105 Amino acid metabolism;09132 Signal transduction;09143 Cell growth and death;09156 Nervous system;09183 Protein families: signaling and cellular processes","00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630];00910 Nitrogen metabolism [PATH:ko00910];00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250];00220 Arginine biosynthesis [PATH:ko00220];02020 Two-component system [PATH:ko02020];04217 Necroptosis [PATH:ko04217];04724 Glutamatergic synapse [PATH:ko04724];04727 GABAergic synapse [PATH:ko04727];04147 Exosome [BR:ko04147]","K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]","Energy/Carbohydrate/Glycan",5.94960605924754
"19",3.57872327168781,-8.28359087308247,9.05425686865085,1.8134102832165e-06,0.000184449731664307,5.52025595028145,"WP_011132768.1",4,8.55070064139461,1.26564805980273e-06,9.48569914294256e-05,"P2 - P1","TX50_RS06110","","high light inducible protein",NA,1636,"","","","","","Other",5.89768704229232
"20",-1.52338314056396,6.56081692377726,-7.5155127857065,1.09981191669372e-05,0.000556268468199261,3.68189415799106,"WP_011132415.1",109,-8.42297362456449,1.49179912226931e-06,0.000103972802594057,"P2 - P1","TX50_RS04170","fba","fructose-bisphosphate aldolase class II",NA,1136,"K01624","09100 Metabolism","09101 Carbohydrate metabolism;09102 Energy metabolism","00010 Glycolysis / Gluconeogenesis [PATH:ko00010];00030 Pentose phosphate pathway [PATH:ko00030];00051 Fructose and mannose metabolism [PATH:ko00051];00710 Carbon fixation in photosynthetic organisms [PATH:ko00710];00680 Methane metabolism [PATH:ko00680]","K01624  FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","Energy/Carbohydrate/Glycan",5.8262896527101
"21",-1.53564802805583,1.52347342173258,-8.19639597603846,4.80316516401366e-06,0.00032570034255026,4.52963258721149,"WP_011132552.1",20,-8.40178642520353,1.53330677982808e-06,0.000103972802594057,"P2 - P1","TX50_RS04905","","alanine--glyoxylate aminotransferase family protein",NA,1356,"K00830","09100 Metabolism;09140 Cellular Processes;09180 Brite Hierarchies","09101 Carbohydrate metabolism;09102 Energy metabolism;09105 Amino acid metabolism;09141 Transport and catabolism;09181 Protein families: metabolism","00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630];00680 Methane metabolism [PATH:ko00680];00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250];00260 Glycine, serine and threonine metabolism [PATH:ko00260];04146 Peroxisome [PATH:ko04146];01007 Amino acid related enzymes [BR:ko01007]","K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]","Energy/Carbohydrate/Glycan",5.81437094399939
"22",-1.54066562652588,-2.41147057215373,-8.09738529758383,5.40090018177994e-06,0.000349585539038847,4.40986967298661,"WP_011132716.1",20,-8.31028581543428,1.7272332471691e-06,0.000111799097453127,"P2 - P1","TX50_RS05815","","AarF/ABC1/UbiB kinase family protein",NA,1578,"","","","","","Other",5.7626490109453
"23",-2.32097148895264,-3.4063138961792,-8.94162157084851,2.052292603712e-06,0.000194830977845725,5.39483426552313,"WP_152556142.1",7,-8.14666326881703,2.14220112271037e-06,0.000132630191249546,"P2 - P1","TX50_RS06735","","class I SAM-dependent methyltransferase",NA,2762,"","","","","","Other",5.66913975741506
"24",-1.32627964019776,1.23202959696452,-7.80172339945606,7.71500920174411e-06,0.000422545119357062,4.04520588904036,"WP_011132477.1",22,-8.06835309838993,2.37729525871666e-06,0.0001341339936992,"P2 - P1","TX50_RS04510","","TldD/PmbA family protein",NA,1208,"K03568","09180 Brite Hierarchies","09181 Protein families: metabolism","01002 Peptidases and inhibitors [BR:ko01002]","K03568  tldD; TldD protein","Other",5.62391687579473
"25",-1.29570166269938,1.16551637649536,-8.056235796561,5.67245909934213e-06,0.000351199206846226,4.35975130779995,"WP_011131711.1",19,-8.05601774488135,2.41676582704147e-06,0.0001341339936992,"P2 - P1","TX50_RS00385","sufB","Fe-S cluster assembly protein SufB",NA,116,"K09014","09190 Not Included in Pathway or Brite","09194 Poorly characterized","99996 General function prediction only","K09014  sufB; Fe-S cluster assembly protein SufB","Other",5.61676542859552
"26",-3.43463102976481,-1.48325967788696,-8.78993658828341,2.42912822744229e-06,0.000211030826226649,5.2237661511634,"WP_173027970.1",3,-8.04607887458906,2.44907572765393e-06,0.0001341339936992,"P2 - P1","TX50_RS09615","","hypothetical protein",NA,2802,"","","","","","Other",5.61099778588641
"27",-1.72488117218018,1.65239842732747,-7.2175816760436,1.60701799827684e-05,0.000730795711237053,3.29257824036818,"WP_011132227.1",44,-7.90716071645524,2.95216727595123e-06,0.000155699488924242,"P2 - P1","TX50_RS03160","","M3 family metallopeptidase",NA,852,"K01414","09180 Brite Hierarchies","09181 Protein families: metabolism","01002 Peptidases and inhibitors [BR:ko01002]","K01414  prlC; oligopeptidase A [EC:3.4.24.70]","Other",5.52985903812123
"28",-2.24783484141032,2.39808909098307,-7.45060559266331,1.1934682084335e-05,0.000566499576269767,3.59805708130428,"WP_011132178.1",19,-7.8038263011778,3.39731298745643e-06,0.000172777631933498,"P2 - P1","TX50_RS02905","bchL","ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein",NA,781,"K04037","09100 Metabolism","09108 Metabolism of cofactors and vitamins","00860 Porphyrin metabolism [PATH:ko00860]","K04037  chlL; light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7]","Secondary",5.46886444062964
"29",-1.3051773707072,1.77323849995931,-7.04319554056616,2.01643187443052e-05,0.000820399711196874,3.05929507779361,"WP_011132734.1",36,-7.74381381942054,3.68818076902979e-06,0.000181102393624083,"P2 - P1","TX50_RS05905","","DEAD/DEAH box helicase",NA,1601,"K05592","09120 Genetic Information Processing;09180 Brite Hierarchies","09123 Folding, sorting and degradation;09182 Protein families: genetic information processing","03018 RNA degradation [PATH:ko03018];03019 Messenger RNA biogenesis [BR:ko03019];03009 Ribosome biogenesis [BR:ko03009]","K05592  deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]","Genetic",5.43318780099472
"30",-1.00455188751221,3.81577126185099,-6.55970262773808,3.85940986823004e-05,0.0012780929424092,2.39098356146725,"WP_011133282.1",80,-7.67357231235394,4.06264202399196e-06,0.000192840074738818,"P2 - P1","TX50_RS08845","tig","trigger factor",NA,2421,"K03545","09190 Not Included in Pathway or Brite","09192 Unclassified: genetic information processing","99975 Protein processing","K03545  tig; trigger factor","Genetic",5.39119144345113
"31",1.874192237854,-2.67588837941488,7.66507257750092,9.1273903997326e-06,0.000481385330711823,3.87302869521942,"WP_011132671.1",14,7.64846243292877,4.20614482407964e-06,0.000193211297725465,"P2 - P1","TX50_RS05580","","circularly permuted type 2 ATP-grasp protein",NA,1513,"","","","","","Other",5.37611577796073
"32",-1.62688477834066,0.169532934824625,-7.99936707972779,6.0722088852665e-06,0.000360284393859146,4.29015242791379,"WP_011132725.1",12,-7.5425663770684,4.87337516831634e-06,0.000216865194990077,"P2 - P1","TX50_RS05860","","isoprenyl transferase",NA,1589,"K00806","09100 Metabolism;09180 Brite Hierarchies","09107 Glycan biosynthesis and metabolism;09109 Metabolism of terpenoids and polyketides;09181 Protein families: metabolism","00550 Peptidoglycan biosynthesis [PATH:ko00550];00900 Terpenoid backbone biosynthesis [PATH:ko00900];01006 Prenyltransferases [BR:ko01006]","K00806  uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]","Energy/Carbohydrate/Glycan",5.31217015392594
"33",1.86500326792399,-0.682793617248536,7.15400824609955,1.74487740042555e-05,0.000730795711237053,3.20800167152794,"WP_011131884.1",21,7.50798346478427,5.11495869021989e-06,0.000220718217420398,"P2 - P1","TX50_RS01275","ntcA","global nitrogen regulator NtcA",NA,381,"K21561","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03000 Transcription factors [BR:ko03000]","K21561  ntcA; CRP/FNR family transcriptional regulator, global nitrogen regulator","Genetic",5.29115786941653
"34",-1.41768360137939,1.49514404932658,-6.71506074541369,3.12256168022289e-05,0.0011401353417019,2.60922860548876,"WP_011132476.1",34,-7.30510294604472,6.81411131540736e-06,0.000278153890265192,"P2 - P1","TX50_RS04505","","TldD/PmbA family protein",NA,1207,"K03592","09180 Brite Hierarchies","09181 Protein families: metabolism","01002 Peptidases and inhibitors [BR:ko01002]","K03592  pmbA; PmbA protein","Other",5.16659077607012
"35",1.22640387217204,1.39990266164144,6.65616072237726,3.38247069688579e-05,0.00118587281742408,2.5268807740807,"WP_036930403.1",35,7.30278849325808,6.83664758376526e-06,0.000278153890265192,"P2 - P1","TX50_RS00190","","alanine--glyoxylate aminotransferase family protein",NA,2579,"","","","","","Other",5.16515680658099
"36",-1.26472059885661,0.902014096577962,-6.42129305098777,4.67357143544602e-05,0.00151253766456253,2.19371076774523,"WP_011132578.1",61,-7.20526359108912,7.86202586035109e-06,0.000310986800698332,"P2 - P1","TX50_RS05035","","DNA polymerase III subunit alpha",NA,1409,"K02337","09120 Genetic Information Processing;09180 Brite Hierarchies","09124 Replication and repair;09182 Protein families: genetic information processing","03030 DNA replication [PATH:ko03030];03430 Mismatch repair [PATH:ko03430];03440 Homologous recombination [PATH:ko03440];03032 DNA replication proteins [BR:ko03032];03400 DNA repair and recombination proteins [BR:ko03400]","K02337  dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]","Genetic",5.10446553200037
"37",3.75648276011149,-2.13614908854167,6.87302833677856,2.52545630517524e-05,0.000998958271824872,2.82772504456443,"WP_036930329.1",5,6.93801109536346,1.16028028164792e-05,0.000445427742231811,"P2 - P1","TX50_RS05595","","hypothetical protein",NA,2557,"","","","","","Other",4.93543708829917
"38",-1.33034737904867,3.80036163330078,-6.27361655106093,5.74859348927584e-05,0.00163719942574576,1.98025344589129,"WP_011133246.1",44,-6.92163542877529,1.18864144696691e-05,0.000445427742231811,"P2 - P1","TX50_RS08660","","response regulator",NA,2349,"K11329","09130 Environmental Information Processing;09180 Brite Hierarchies","09132 Signal transduction;09183 Protein families: signaling and cellular processes","02020 Two-component system [PATH:ko02020];02022 Two-component system [BR:ko02022]","K11329  rpaB; two-component system, OmpR family, response regulator RpaB","Transport/Signaling",4.92494913031608
"39",0.863465309143067,3.05142831802368,5.86361798973965,0.00010373558342423,0.00259156966308953,1.37132473920289,"WP_036930962.1",109,6.88960209103664,1.24626694032527e-05,0.000455047211031587,"P2 - P1","TX50_RS03520","nrdJ","ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent",NA,2717,"K00524","09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230];00240 Pyrimidine metabolism [PATH:ko00240]","K00524  nrdJ; ribonucleotide reductase, class II [EC:1.17.4.2]","Nucleotide",4.90438892533843
"40",1.57325267791748,1.24643166859945,6.82496243205885,2.69301738762092e-05,0.00103644777296546,2.7616034183874,"WP_011132009.1",13,6.68033320205383,1.70363317672711e-05,0.00060649341091485,"P2 - P1","TX50_RS01980","","ABC transporter ATP-binding protein",NA,549,"K15578","09100 Metabolism;09130 Environmental Information Processing;09180 Brite Hierarchies","09102 Energy metabolism;09131 Membrane transport;09183 Protein families: signaling and cellular processes","00910 Nitrogen metabolism [PATH:ko00910];02010 ABC transporters [PATH:ko02010];02000 Transporters [BR:ko02000]","K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]","Transport/Signaling",4.76862391102068
"41",-1.9950704574585,0.25444221496582,-6.64926501360168,3.41438100522382e-05,0.00118587281742408,2.51720851251428,"WP_011132804.1",10,-6.55421454834185,2.06263580142616e-05,0.000716388629568499,"P2 - P1","TX50_RS06320","","DUF3386 domain-containing protein",NA,1683,"","","","","","Other",4.68557744841757
"42",-1.18512121836344,3.07312806447347,-6.77718417950333,2.87142837056142e-05,0.00107602999991565,2.69556439452956,"WP_011133173.1",15,-6.49362539207625,2.26282276162498e-05,0.000767204669655707,"P2 - P1","TX50_RS08275","rpsH","30S ribosomal protein S8",NA,2235,"K02994","09120 Genetic Information Processing;09180 Brite Hierarchies","09122 Translation;09182 Protein families: genetic information processing","03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011]","K02994  RP-S8, rpsH; small subunit ribosomal protein S8","Genetic",4.64534946136242
"43",-1.26508235931396,4.59242073694865,-5.70832047747491,0.000130517531937448,0.00309761609131543,1.13437020592631,"WP_011131949.1",85,-6.35563408064905,2.79948587593863e-05,0.000927085555194559,"P2 - P1","TX50_RS01620","","30S ribosomal protein S1",NA,466,"K02945","09120 Genetic Information Processing;09180 Brite Hierarchies","09122 Translation;09182 Protein families: genetic information processing","03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011]","K02945  RP-S1, rpsA; small subunit ribosomal protein S1","Genetic",4.55292171928076
"44",-1.25763734181722,3.83428573608398,-5.66001999741325,0.000140277939482285,0.00327468501348809,1.059964525133,"WP_011132387.1",36,-6.16752626104066,3.75750963612072e-05,0.00119572016868795,"P2 - P1","TX50_RS04030","rpsB","30S ribosomal protein S2",NA,1079,"K02967","09120 Genetic Information Processing;09180 Brite Hierarchies","09122 Translation;09182 Protein families: genetic information processing","03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011]","K02967  RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2","Genetic",4.4250998969929
"45",-4.80879561106364,-1.95870939890543,-6.32394690590082,5.355198147826e-05,0.00161317366041937,2.05334970004274,"WP_011132440.1",1,-6.15041978937648,3.86037366228006e-05,0.00119572016868795,"P2 - P1","TX50_RS04295","","helix-turn-helix domain-containing protein",NA,1171,"","","","","","Other",4.41337065605047
"46",-1.54286543528239,4.22183020909627,-5.74721733821329,0.000123182640304089,0.00302434620332799,1.19404557892942,"WP_011131713.1",28,-6.15005829393222,3.86257919660433e-05,0.00119572016868795,"P2 - P1","TX50_RS00395","","DUF4912 domain-containing protein",NA,118,"K09942","09190 Not Included in Pathway or Brite","09194 Poorly characterized","99997 Function unknown","K09942  K09942; uncharacterized protein","Other",4.4131226028951
"47",-1.18394374847412,1.00672197341919,-6.29842676736538,5.55094869104981e-05,0.00161317366041937,2.01633097294807,"WP_011131706.1",15,-6.11585704838035,4.07738178869331e-05,0.00123535992917006,"P2 - P1","TX50_RS00360","def","peptide deformylase",NA,111,"K01462","09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K01462  PDF, def; peptide deformylase [EC:3.5.1.88]","Other",4.38961862115522
"48",-1.43119462331136,0.239726384480795,-6.32877307899029,5.31901525085247e-05,0.00161317366041937,2.06034001777534,"WP_011132252.1",12,-6.097497484866,4.19785661001543e-05,0.0012414533199504,"P2 - P1","TX50_RS03285","sds","solanesyl diphosphate synthase",NA,898,"K05356","09100 Metabolism;09180 Brite Hierarchies","09109 Metabolism of terpenoids and polyketides;09181 Protein families: metabolism","00900 Terpenoid backbone biosynthesis [PATH:ko00900];01006 Prenyltransferases [BR:ko01006]","K05356  SPS, sds; all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]","Secondary",4.37697240008964
"49",1.37398560841878,0.426680405934651,7.16122927224617,1.72859845163186e-05,0.000730795711237053,3.21763528665024,"WP_011133024.1",8,6.08649420857977,4.27185482286305e-05,0.0012414533199504,"P2 - P1","TX50_RS07480","","hypothetical protein",NA,2005,"","","","","","Other",4.36938351503868
"50",-1.14995225270589,-0.0250469843546548,-5.64792778348179,0.000142841002805318,0.00328073529023828,1.04128419607289,"WP_011131709.1",26,-6.00846035522471,4.83777403351761e-05,0.00137779804474581,"P2 - P1","TX50_RS00375","","SufD family Fe-S cluster assembly protein",NA,114,"K09015","09190 Not Included in Pathway or Brite","09194 Poorly characterized","99996 General function prediction only","K09015  sufD; Fe-S cluster assembly protein SufD","Other",4.31535442086216
"51",-1.3201634089152,0.533065795898438,-6.23274310078398,6.09076839676254e-05,0.00166793349942113,1.92062695732269,"WP_011131745.1",12,-5.92814373168802,5.50351054253339e-05,0.00153666647305246,"P2 - P1","TX50_RS00565","","6-carboxytetrahydropterin synthase",NA,156,"K01737","09100 Metabolism;09180 Brite Hierarchies","09108 Metabolism of cofactors and vitamins;09182 Protein families: genetic information processing","00790 Folate biosynthesis [PATH:ko00790];03016 Transfer RNA biogenesis [BR:ko03016]","K01737  queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]","Secondary",4.25936019725239
"52",-1.80733903249105,0.0614881515502929,-6.30509405180269,5.49908121511267e-05,0.00161317366041937,2.02601124324514,"WP_011133114.1",6,-5.7653408595801,7.16706377363974e-05,0.00196267284878134,"P2 - P1","TX50_RS07980","","TatD family hydrolase",NA,2142,"K03424","09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K03424  tatD; TatD DNase family protein [EC:3.1.21.-]","Other",4.14465873109393
"53",-1.75240230560303,-1.29395262400309,-6.61784847145392,3.56389441430866e-05,0.00120832991570846,2.47305859867909,"WP_011132663.1",5,-5.75223694080207,7.32223315675997e-05,0.00196733207834457,"P2 - P1","TX50_RS05540","","transcriptional repressor",NA,1506,"K03711","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03000 Transcription factors [BR:ko03000]","K03711  fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator","Genetic",4.13535644629823
"54",-1.89459896087646,0.507660230000814,-5.5378602264786,0.000168593511382891,0.00369349477244981,0.87028227794787,"WP_011132749.1",15,-5.73635967501301,7.51499310382434e-05,0.00198173151478627,"P2 - P1","TX50_RS05980","trmFO","methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO",NA,1618,"K04094","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016];03036 Chromosome and associated proteins [BR:ko03036]","K04094  trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]","Genetic",4.12407141360966
