"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","contrast","gene_id","gene.y","product","old_locus_tag","X","path_id","main","sub","path","ecpath","Category","log.sca.pval"
"11",1.04220898946127,-0.19498831431071,7.01816734518123,8.34484663536741e-06,0.00237661232175264,3.97133909997668,"WP_011132413.1",9,6.23201506667532,1.46820507840964e-05,0.0017487735074487,"C2 - C1","TX50_RS04160","purS","phosphoribosylformylglycinamidine synthase subunit PurS",NA,1131,"K23264","09100 Metabolism","09104 Nucleotide metabolism","00230 Purine metabolism [PATH:ko00230]","K23264  purS; phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]","Nucleotide",4.83321327807041
"12",-1.68563524881999,3.03145872751872,-6.15293499022939,3.23892284031372e-05,0.00354786624969749,2.67199469019556,"WP_011133069.1",9,-6.20841805682309,1.53196568123218e-05,0.0017487735074487,"C2 - C1","TX50_RS07755","","30S ribosomal protein PSRP-3",NA,2067,"K19032","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03011 Ribosome [BR:ko03011]","K19032  PSRP3; 30S ribosomal protein 3","Genetic",4.81475096356662
"13",2.7204049428304,-2.5107385635376,6.17508983753187,3.12438935400115e-05,0.00354786624969749,2.70670402403806,"WP_011132008.1",4,6.17892473402148,1.61573967257723e-05,0.0017487735074487,"C2 - C1","TX50_RS01975","ntrB","nitrate ABC transporter permease",NA,546,"K15577","09100 Metabolism;09130 Environmental Information Processing;09180 Brite Hierarchies","09102 Energy metabolism;09131 Membrane transport;09183 Protein families: signaling and cellular processes","00910 Nitrogen metabolism [PATH:ko00910];02010 ABC transporters [PATH:ko02010];02000 Transporters [BR:ko02000]","K15577  nrtB, nasE, cynB; nitrate/nitrite transport system permease protein","Transport/Signaling",4.7916286113032
"14",1.12920188903809,-2.13131898244222,6.17968917950053,3.10115116203964e-05,0.00354786624969749,2.71390015487408,"WP_036930937.1",13,6.14459399345752,1.719299796649e-05,0.0017487735074487,"C2 - C1","TX50_RS01795","","NAD(P)/FAD-dependent oxidoreductase",NA,2707,"","","","","","Other",4.76464838818897
"15",1.23334757486979,-1.38758233388265,5.92811246457374,4.68534013531089e-05,0.00444794956845514,2.31548038267479,"WP_011132719.1",13,5.99575732216084,2.25493207383622e-05,0.00214068218209519,"C2 - C1","TX50_RS05830","","alpha/beta hydrolase",NA,1582,"","","","","","Other",4.64686653600439
"16",-1.03121757507324,4.75975157419841,-5.37040844317569,0.000120693787714656,0.00859339768528349,1.39772193083158,"WP_011131949.1",50,-5.90437701139529,2.66746952542514e-05,0.00237404787762837,"C2 - C1","TX50_RS01620","","30S ribosomal protein S1",NA,466,"K02945","09120 Genetic Information Processing;09180 Brite Hierarchies","09122 Translation;09182 Protein families: genetic information processing","03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011]","K02945  RP-S1, rpsA; small subunit ribosomal protein S1","Genetic",4.57390053348374
"17",2.13397534688314,-0.450893974304199,5.59864985322561,8.1514611231016e-05,0.00610930559962983,1.77900115127301,"WP_011132598.1",10,5.85128024833759,2.94254765568661e-05,0.00237776175467656,"C2 - C1","TX50_RS05135","","urease subunit gamma",NA,1444,"K01430","09100 Metabolism","09104 Nucleotide metabolism;09105 Amino acid metabolism;09111 Xenobiotics biodegradation and metabolism","00230 Purine metabolism [PATH:ko00230];00220 Arginine biosynthesis [PATH:ko00220];00791 Atrazine degradation [PATH:ko00791]","K01430  ureA; urease subunit gamma [EC:3.5.1.5]","Nucleotide",4.53127649486205
"18",0.886192321777346,5.19382241566976,5.29003087428143,0.000138820277954153,0.00898545799121428,1.2616156927931,"WP_011132438.1",59,5.83983779386603,3.00559772360801e-05,0.00237776175467656,"C2 - C1","TX50_RS04285","","ferritin",NA,1169,"K02217","09190 Not Included in Pathway or Brite","09191 Unclassified: metabolism","99980 Enzymes with EC numbers","K02217  ftnA, ftn; ferritin [EC:1.16.3.2]","Other",4.52206914687229
"19",0.997378031412764,2.83088461558024,5.29783981805715,0.000136940608201242,0.00898545799121428,1.27488019739815,"WP_011131800.1",66,5.79862476152324,3.24457213480967e-05,0.00243172143156262,"C2 - C1","TX50_RS00840","","citrate synthase",NA,240,"K01647","09100 Metabolism","09101 Carbohydrate metabolism","00020 Citrate cycle (TCA cycle) [PATH:ko00020];00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","K01647  CS, gltA; citrate synthase [EC:2.3.3.1]","Energy/Carbohydrate/Glycan",4.48884256596461
"20",0.832675933837891,4.39304955800374,5.24613565301277,0.0001498997941847,0.00912148862165135,1.18688950432136,"WP_011132955.1",31,5.73724829916669,3.63768367707072e-05,0.00259003077807435,"C2 - C1","TX50_RS07090","","HU family DNA-binding protein",NA,1917,"K03530","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03032 DNA replication proteins [BR:ko03032];03036 Chromosome and associated proteins [BR:ko03036];03400 DNA repair and recombination proteins [BR:ko03400]","K03530  hupB; DNA-binding protein HU-beta","Genetic",4.43917506867976
"21",1.76032638549805,1.24846350351969,5.20154915038756,0.000162102935997495,0.00912148862165135,1.11070221029009,"WP_011131884.1",22,5.57020311186822,4.97868137134628e-05,0.00321164526921619,"C2 - C1","TX50_RS01275","ntcA","global nitrogen regulator NtcA",NA,381,"K21561","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03000 Transcription factors [BR:ko03000]","K21561  ntcA; CRP/FNR family transcriptional regulator, global nitrogen regulator","Genetic",4.30288566707542
"22",2.90846252441406,-0.98016783396403,5.16476666104633,0.000172949573584681,0.00912148862165135,1.04763601513939,"WP_011132671.1",22,5.54875136252086,5.18481603197453e-05,0.00321164526921619,"C2 - C1","TX50_RS05580","","circularly permuted type 2 ATP-grasp protein",NA,1513,"","","","","","Other",4.28526664867045
"23",0.956626256306968,1.07116629282634,5.04598985687235,0.000213447406518686,0.0108553252458075,0.84268120738892,"WP_011132594.1",40,5.5412771750905,5.25869944014663e-05,0.00321164526921619,"C2 - C1","TX50_RS05115","","sugar phosphorylase",NA,1435,"K00690","09100 Metabolism","09101 Carbohydrate metabolism","00500 Starch and sucrose metabolism [PATH:ko00500]","K00690  E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]","Energy/Carbohydrate/Glycan",4.27912165048641
"24",-0.841197331746415,1.55098857879639,-5.02048098874213,0.000223367866004923,0.0109681324548624,0.798408295466929,"WP_011132227.1",36,-5.52602406117789,5.41288528519582e-05,0.00321164526921619,"C2 - C1","TX50_RS03160","","M3 family metallopeptidase",NA,852,"K01414","09180 Brite Hierarchies","09181 Protein families: metabolism","01002 Peptidases and inhibitors [BR:ko01002]","K01414  prlC; oligopeptidase A [EC:3.4.24.70]","Other",4.26657117677636
"25",-0.944631576538086,0.0152232487996415,-5.6470893126075,7.50697064314889e-05,0.00593884788658001,1.85891444629263,"WP_011131649.1",12,-5.46893326899238,6.03284068082709e-05,0.00334859589053191,"C2 - C1","TX50_RS00070","","serine/threonine-protein phosphatase",NA,33,"K07315","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03021 Transcription machinery [BR:ko03021]","K07315  rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]","Genetic",4.21947814366276
"26",-0.84960428873698,4.1085423151652,-4.97851257942721,0.000240747857876535,0.0110588693424576,0.72537422508366,"WP_011132387.1",34,-5.4619123254852,6.11400935069028e-05,0.00334859589053191,"C2 - C1","TX50_RS04030","rpsB","30S ribosomal protein S2",NA,1079,"K02967","09120 Genetic Information Processing;09180 Brite Hierarchies","09122 Translation;09182 Protein families: genetic information processing","03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011]","K02967  RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2","Genetic",4.21367390140481
"27",-1.44752883911133,-0.0377370834350584,-6.37034771511986,2.28159886089497e-05,0.00354786624969749,3.00932448650097,"WP_011132535.1",4,-5.43712952697295,6.40968187719922e-05,0.00335150454773728,"C2 - C1","TX50_RS04820","rpmB","50S ribosomal protein L28",NA,1325,"K02902","09120 Genetic Information Processing;09180 Brite Hierarchies","09122 Translation;09182 Protein families: genetic information processing","03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011]","K02902  RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28","Genetic",4.19316352467859
"28",0.770302454630534,0.823029390970866,4.94307060054266,0.000256520455775897,0.0114151602820274,0.663511152894364,"WP_011132199.1",32,5.42258731961057,6.59003703206768e-05,0.00335150454773728,"C2 - C1","TX50_RS03015","dnaA","chromosomal replication initiator protein DnaA",NA,801,"K02313","09130 Environmental Information Processing;09140 Cellular Processes;09180 Brite Hierarchies","09132 Signal transduction;09143 Cell growth and death;09182 Protein families: genetic information processing","02020 Two-component system [PATH:ko02020];04112 Cell cycle - Caulobacter [PATH:ko04112];03032 DNA replication proteins [BR:ko03032];03036 Chromosome and associated proteins [BR:ko03036]","K02313  dnaA; chromosomal replication initiator protein","Genetic",4.18111214492383
"29",2.55111503601075,5.63148746490479,5.2289018350311,0.000154498788793513,0.00912148862165135,1.15747502139026,"WP_011132553.1",315,5.36831238823928,7.3109120128998e-05,0.00358990989874804,"C2 - C1","TX50_RS04910","glnA","type I glutamate--ammonia ligase",NA,1362,"K01915","09100 Metabolism;09130 Environmental Information Processing;09140 Cellular Processes;09150 Organismal Systems;09180 Brite Hierarchies","09101 Carbohydrate metabolism;09102 Energy metabolism;09105 Amino acid metabolism;09132 Signal transduction;09143 Cell growth and death;09156 Nervous system;09183 Protein families: signaling and cellular processes","00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630];00910 Nitrogen metabolism [PATH:ko00910];00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250];00220 Arginine biosynthesis [PATH:ko00220];02020 Two-component system [PATH:ko02020];04217 Necroptosis [PATH:ko04217];04724 Glutamatergic synapse [PATH:ko04724];04727 GABAergic synapse [PATH:ko04727];04147 Exosome [BR:ko04147]","K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]","Energy/Carbohydrate/Glycan",4.13602844281454
"30",0.886056264241539,0.964246559143067,5.17428998992867,0.000170070550889796,0.00912148862165135,1.06398291865273,"WP_011132788.1",18,5.32996665387738,7.86906259862797e-05,0.00373518171348207,"C2 - C1","TX50_RS06225","ilvN","acetolactate synthase small subunit",NA,1659,"K01653","09100 Metabolism","09101 Carbohydrate metabolism;09105 Amino acid metabolism;09108 Metabolism of cofactors and vitamins","00650 Butanoate metabolism [PATH:ko00650];00660 C5-Branched dibasic acid metabolism [PATH:ko00660];00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290];00770 Pantothenate and CoA biosynthesis [PATH:ko00770]","K01653  E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]","Energy/Carbohydrate/Glycan",4.10407699985067
"31",2.44718742370605,3.66575603485107,4.98030796017078,0.000239976245257038,0.0110588693424576,0.728503490976245,"WP_225866782.1",157,5.30585223830721,8.2424842709351e-05,0.00378622503284245,"C2 - C1","TX50_RS01970","","ABC transporter substrate-binding protein",NA,2894,"K15576","09100 Metabolism;09130 Environmental Information Processing;09180 Brite Hierarchies","09102 Energy metabolism;09131 Membrane transport;09183 Protein families: signaling and cellular processes","00910 Nitrogen metabolism [PATH:ko00910];02010 ABC transporters [PATH:ko02010];02000 Transporters [BR:ko02000]","K15576  nrtA, nasF, cynA; nitrate/nitrite transport system substrate-binding protein","Transport/Signaling",4.0839418729446
"32",0.742664972941081,2.47371616363525,4.61439102284475,0.000465619853495129,0.0146031804398467,0.0820163172889803,"WP_011132988.1",69,5.070951432914,0.00012997383696929,0.00566674442755714,"C2 - C1","TX50_RS07260","serA","phosphoglycerate dehydrogenase",NA,1967,"K00058","09100 Metabolism;09180 Brite Hierarchies","09102 Energy metabolism;09105 Amino acid metabolism;09183 Protein families: signaling and cellular processes","00680 Methane metabolism [PATH:ko00680];00260 Glycine, serine and threonine metabolism [PATH:ko00260];00270 Cysteine and methionine metabolism [PATH:ko00270];04147 Exosome [BR:ko04147]","K00058  serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","Amino acid",3.88614406002694
"33",0.727554321289063,2.86640008290609,4.57635625992238,0.000499307938535705,0.0146031804398467,0.0138622274152462,"WP_011133249.1",39,5.06566944349854,0.000131322026762209,0.00566674442755714,"C2 - C1","TX50_RS08675","","rod shape-determining protein",NA,2353,"K03569","09180 Brite Hierarchies","09182 Protein families: genetic information processing;09183 Protein families: signaling and cellular processes","03036 Chromosome and associated proteins [BR:ko03036];04812 Cytoskeleton proteins [BR:ko04812];02048 Prokaryotic defense system [BR:ko02048]","K03569  mreB; rod shape-determining protein MreB and related proteins","Transport/Signaling",3.88166242319482
"34",0.752407073974607,2.70349496205648,4.57289426401425,0.000502497079741917,0.0146031804398467,0.00765029457020816,"WP_011131958.1",35,5.03138652836812,0.000140430443906812,0.00588155741539117,"C2 - C1","TX50_RS01670","minD","septum site-determining protein MinD",NA,481,"K03609","09180 Brite Hierarchies","09182 Protein families: genetic information processing;09183 Protein families: signaling and cellular processes","03036 Chromosome and associated proteins [BR:ko03036];04812 Cytoskeleton proteins [BR:ko04812]","K03609  minD; septum site-determining protein MinD","Transport/Signaling",3.85253873132676
"35",0.660293579101561,1.34657001495361,4.59664008196619,0.000481039179889496,0.0146031804398467,0.0502297782556314,"WP_011132914.1",29,5.00897445404886,0.000146734966677004,0.00595708218062169,"C2 - C1","TX50_RS09360","trmD","tRNA (guanosine(37)-N1)-methyltransferase TrmD",NA,1843,"K00554","09180 Brite Hierarchies","09182 Protein families: genetic information processing","03016 Transfer RNA biogenesis [BR:ko03016]","K00554  trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]","Genetic",3.83346638223476
"36",1.8949940999349,-1.53733412424723,4.81196945866316,0.000324849108891268,0.0128495869739213,0.433223751359077,"WP_011132673.1",8,4.98558264103704,0.000153626939162905,0.00595708218062169,"C2 - C1","TX50_RS05590","","transglutaminase family protein",NA,1515,"","","","","","Other",3.81353262216939
"37",1.52424176534017,0.227648735046386,4.86645680121469,0.000294401236108629,0.0122934406659491,0.529208928638221,"WP_011132597.1",9,4.98176264772019,0.000154783736434693,0.00595708218062169,"C2 - C1","TX50_RS05130","","urease subunit beta",NA,1441,"K01429","09100 Metabolism","09104 Nucleotide metabolism;09105 Amino acid metabolism;09111 Xenobiotics biodegradation and metabolism","00230 Purine metabolism [PATH:ko00230];00220 Arginine biosynthesis [PATH:ko00220];00791 Atrazine degradation [PATH:ko00791]","K01429  ureB; urease subunit beta [EC:3.5.1.5]","Nucleotide",3.81027467380642
"38",2.78724797566732,-2.3178871790568,4.67899742174793,0.000413690229547353,0.013569938950475,0.197388463724781,"WP_011132591.1",6,4.90975423551899,0.00017835196018426,0.00668350503427332,"C2 - C1","TX50_RS05100","","DUF1830 domain-containing protein",NA,1430,"","","","","","Other",3.74872211316875
"39",0.699534734090169,-0.063520622253418,4.72954460372946,0.000377268352691488,0.013569938950475,0.287298830623033,"WP_011131894.1",18,4.80358455061478,0.00022004080464788,0.00790941370872855,"C2 - C1","TX50_RS01330","","competence/damage-inducible protein A",NA,395,"K03742","09100 Metabolism","09108 Metabolism of cofactors and vitamins","00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","K03742  pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]","Secondary",3.65749677558604
"40",-0.752487818400067,1.97057069142659,-4.70212852812469,0.000396590426954492,0.013569938950475,0.238571920479663,"WP_011132552.1",17,-4.77416481655167,0.000233280769400989,0.00790941370872855,"C2 - C1","TX50_RS04905","","alanine--glyoxylate aminotransferase family protein",NA,1356,"K00830","09100 Metabolism;09140 Cellular Processes;09180 Brite Hierarchies","09101 Carbohydrate metabolism;09102 Energy metabolism;09105 Amino acid metabolism;09141 Transport and catabolism;09181 Protein families: metabolism","00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630];00680 Methane metabolism [PATH:ko00680];00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250];00260 Glycine, serine and threonine metabolism [PATH:ko00260];04146 Peroxisome [PATH:ko04146];01007 Amino acid related enzymes [BR:ko01007]","K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]","Energy/Carbohydrate/Glycan",3.63212106098021
"41",0.663538614908855,0.92482369740804,4.31014019024702,0.000817995788562356,0.0187875161760128,-0.467687520317274,"WP_011132223.1",63,4.76873688802784,0.000235811655989385,0.00790941370872855,"C2 - C1","TX50_RS03140","","translocation/assembly module TamB domain-containing protein",NA,847,"","","","","","Other",3.62743473186705
"42",0.679440816243489,1.72059116363525,4.28864673289012,0.00085154810161336,0.0192476904237686,-0.506888293608545,"WP_011131863.1",44,4.76142534742461,0.000239265494245698,0.00790941370872855,"C2 - C1","TX50_RS01155","aroC","chorismate synthase",NA,352,"K01736","09100 Metabolism","09105 Amino acid metabolism","00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","K01736  aroC; chorismate synthase [EC:4.2.3.5]","Amino acid",3.62111992879658
"43",1.17970212300619,0.971469434102376,4.67162988232713,0.000419295866447261,0.013569938950475,0.1842572549685,"WP_011133072.1",11,4.75382743188855,0.000242909720231278,0.00790941370872855,"C2 - C1","TX50_RS07765","","CNNM domain-containing protein",NA,2070,"K03699","09180 Brite Hierarchies","09183 Protein families: signaling and cellular processes","02000 Transporters [BR:ko02000];02042 Bacterial toxins [BR:ko02042]","K03699  tlyC; magnesium and cobalt exporter, CNNM family","Transport/Signaling",3.61455510619798
"44",-0.806395848592121,0.760399436950683,-4.35322058550688,0.000754786224525935,0.0182172132834734,-0.389252681523347,"WP_011133276.1",32,-4.74866534334018,0.000245418132302827,0.00790941370872855,"C2 - C1","TX50_RS08815","uvrB","excinuclease ABC subunit UvrB",NA,2410,"K03702","09120 Genetic Information Processing;09180 Brite Hierarchies","09124 Replication and repair;09182 Protein families: genetic information processing","03420 Nucleotide excision repair [PATH:ko03420];03400 DNA repair and recombination proteins [BR:ko03400]","K03702  uvrB; excinuclease ABC subunit B","Genetic",3.61009335331175
"45",0.755202611287434,1.01870543162028,4.35386687314588,0.00075387728959285,0.0182172132834734,-0.38807742791043,"WP_011133094.1",30,4.73812095049795,0.000250625001438934,0.00790941370872855,"C2 - C1","TX50_RS07880","","class II fumarate hydratase",NA,2108,"K01679","09100 Metabolism;09160 Human Diseases","09101 Carbohydrate metabolism;09102 Energy metabolism;09161 Cancer: overview;09162 Cancer: specific types;09167 Endocrine and metabolic disease","00020 Citrate cycle (TCA cycle) [PATH:ko00020];00620 Pyruvate metabolism [PATH:ko00620];00720 Carbon fixation pathways in prokaryotes [PATH:ko00720];05200 Pathways in cancer [PATH:ko05200];05211 Renal cell carcinoma [PATH:ko05211];04934 Cushing syndrome [PATH:ko04934]","K01679  E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]","Energy/Carbohydrate/Glycan",3.60097560754229
"46",0.730193456013998,0.345611763000488,4.31690204979861,0.000807724342360649,0.0187875161760128,-0.455364256473048,"WP_011133093.1",32,4.72184354338822,0.000258886686375962,0.00790941370872855,"C2 - C1","TX50_RS07875","purB","adenylosuccinate lyase",NA,2106,"K01756","09100 Metabolism","09104 Nucleotide metabolism;09105 Amino acid metabolism","00230 Purine metabolism [PATH:ko00230];00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01756  purB, ADSL; adenylosuccinate lyase [EC:4.3.2.2]","Nucleotide",3.58689028321567
"47",0.7713565826416,-0.581471443176269,4.40535134089606,0.000684979538189883,0.0177347429524072,-0.294592422422308,"WP_011133075.1",25,4.71765965154784,0.000261055087296518,0.00790941370872855,"C2 - C1","TX50_RS07780","","NAD+ synthase",NA,2075,"K01950","09100 Metabolism","09108 Metabolism of cofactors and vitamins","00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]","K01950  E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]","Secondary",3.5832678390812
"48",1.45615641276042,-2.26473191579183,4.46746101803825,0.000610430921953628,0.0169102782643441,-0.182186449087935,"WP_011132705.1",13,4.68369780198617,0.000279361512330565,0.00828772486580676,"C2 - C1","TX50_RS05755","","cobyrinate a,c-diamide synthase",NA,1559,"K02224","09100 Metabolism","09108 Metabolism of cofactors and vitamins","00860 Porphyrin metabolism [PATH:ko00860]","K02224  cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]","Secondary",3.55383342690407
"49",-0.937968571980795,3.15144786834717,-4.42740287745968,0.000657490013073538,0.0173382551595689,-0.254636223481331,"WP_011133174.1",20,-4.66916976991834,0.000287590185214017,0.00835772293356654,"C2 - C1","TX50_RS08280","rplE","50S ribosomal protein L5",NA,2237,"K02931","09120 Genetic Information Processing;09180 Brite Hierarchies","09122 Translation;09182 Protein families: genetic information processing","03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011]","K02931  RP-L5, MRPL5, rplE; large subunit ribosomal protein L5","Genetic",3.54122593949961
"50",1.02366383870443,0.482583300272624,5.68515437049878,7.03808654760084e-05,0.0058954324963433,1.92146304844322,"WP_011132516.1",5,4.65094645963876,0.000298264723750751,0.00849457933242138,"C2 - C1","TX50_RS04720","","flavin reductase family protein",NA,1264,"","","","","","Other",3.52539810830851
"51",-0.925361633300777,3.72251402537028,-4.58586559210188,0.000490655463316854,0.0146031804398467,0.0309178304326805,"WP_011133173.1",12,-4.57965191997233,0.000344086209659303,0.00960742671676171,"C2 - C1","TX50_RS08275","rpsH","30S ribosomal protein S8",NA,2235,"K02994","09120 Genetic Information Processing;09180 Brite Hierarchies","09122 Translation;09182 Protein families: genetic information processing","03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011]","K02994  RP-S8, rpsH; small subunit ribosomal protein S8","Genetic",3.46333273275217
